ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Methods	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Databases	Interaction Identifiers	Confidence Value	Presence In Other Species	Gene Name Interactor A	Gene Name Interactor B
entrez gene:2355	entrez gene:3726	uniprotkb:FOSL2_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0081(peptide array)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	Santaluc??a T (2003)|Rual JF (2005)|Mathas S (2009)|Huttlin EL (2015)|Reinke AW (2010)|Hein MY (2015)|Huttlin EL (2017)	pubmed:14499865|pubmed:16189514|pubmed:19321746|pubmed:26186194|pubmed:20102225|pubmed:26496610|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|ortho|rual05|biogrid|MI:0469(intact)	-	0.96	taxid:7227(Drosophila melanogaster (Fruit fly))	FOSL2	JUNB
entrez gene:4088	entrez gene:3726	uniprotkb:SMAD3_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Reconstituted Complex|MI:0096(pull down)	Verrecchia F (2000)|Liberati NT (1999)|Rual JF (2005)	pubmed:10903323|pubmed:10220381|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|rual05|MI:1014(string)	-	0.89		SMAD3	JUNB
entrez gene:10538	entrez gene:3726	uniprotkb:BATF_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0055(fluorescent resonance energy transfer)|MI:0081(peptide array)|MI:0012(bioluminescence resonance energy transfer)	Dorsey MJ (1995)|Wang X (1996)|Boxem M (2008)|Rual JF (2005)|Reinke AW (2013)|Rolland T (2014)|Reinke AW (2010)|Yu H (2011)|Trepte P (2018)	pubmed:8570175|pubmed:8954125|pubmed:18692475|pubmed:16189514|pubmed:23661758|pubmed:25416956|pubmed:20102225|pubmed:21516116|pubmed:29997244	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|i2d|rual05	-	0.89		BATF	JUNB
entrez gene:122953	entrez gene:3726	uniprotkb:JDP2_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0007(anti tag coimmunoprecipitation)	Aronheim A (1997)|Kimura M (2008)	pubmed:9154808|pubmed:18671972	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|MI:0469(intact)	-	0.77		JDP2	JUNB
entrez gene:6908	entrez gene:3727	uniprotkb:TBP_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)	Franklin CC (1995)|Lim J (2006)	pubmed:7848298|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|lim06	-	0.62		TBP	JUND
entrez gene:1215	entrez gene:12	uniprotkb:CMA1_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)	Schechter NM (1993)	pubmed:8226889	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		CMA1	SERPINA3
entrez gene:4780	entrez gene:3727	uniprotkb:NF2L2_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0493(in vivo)	Venugopal R (1998)	pubmed:9872330	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		NFE2L2	JUND
entrez gene:4089	entrez gene:3727	uniprotkb:SMAD4_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)	Liberati NT (1999)	pubmed:10220381	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		SMAD4	JUND
entrez gene:5599	entrez gene:3727	uniprotkb:MK08_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0415(enzymatic study)	Yazgan O (2002)|Kim H (2005)|Huang J (2012)	pubmed:12052834|pubmed:16264271|pubmed:22327296	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid	-	0.89		MAPK8	JUND
entrez gene:2355	entrez gene:3727	uniprotkb:FOSL2_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0081(peptide array)|MI:0007(anti tag coimmunoprecipitation)	Miyamoto NG (2000)|Benkoussa M (2002)|Huttlin EL (2015)|Reinke AW (2010)|Hein MY (2015)|Huttlin EL (2017)	pubmed:10713367|pubmed:12052862|pubmed:26186194|pubmed:20102225|pubmed:26496610|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|ortho|biogrid|MI:0469(intact)	-	0.94	taxid:7227(Drosophila melanogaster (Fruit fly))	FOSL2	JUND
entrez gene:5601	entrez gene:3727	uniprotkb:MK09_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|MI:0415(enzymatic study)|MI:0096(pull down)	Kallunki T (1996)|Gupta S (1996)	pubmed:8945519|pubmed:8654373	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0470(kegg)|MI:1014(string)	-	0.71		MAPK9	JUND
entrez gene:467	entrez gene:3727	uniprotkb:ATF3_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0081(peptide array)	Chu HM (1994)|Reinke AW (2010)	pubmed:8152431|pubmed:20102225	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|ortho|MI:0469(intact)	-	0.95	taxid:7227(Drosophila melanogaster (Fruit fly))	ATF3	JUND
entrez gene:10987	entrez gene:3727	uniprotkb:CSN5_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|Co-localization|MI:0428(imaging technique)|MI:0004(affinity chromatography technology)	Claret FX (1996)|Lim J (2006)|Bennett EJ (2010)	pubmed:8837781|pubmed:16713569|pubmed:21145461	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.8		COPS5	JUND
entrez gene:64326	entrez gene:3727	uniprotkb:RFWD2_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	Bianchi E (2003)|Kobayashi S (2013)	pubmed:12615916|pubmed:23289756	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0469(intact)	-	0.88		COP1	JUND
entrez gene:10538	entrez gene:3727	uniprotkb:BATF_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0081(peptide array)	Dorsey MJ (1995)|Reinke AW (2010)	pubmed:8570175|pubmed:20102225	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)	-	0.83		BATF	JUND
entrez gene:122953	entrez gene:3727	uniprotkb:JDP2_HUMAN	uniprotkb:JUND_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	Aronheim A (1997)|Kimura M (2008)	pubmed:9154808|pubmed:18671972	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|MI:0469(intact)	-	0.87		JDP2	JUND
entrez gene:4312	entrez gene:12	uniprotkb:MMP1_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Desrochers PE (1992)	pubmed:1311327	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		MMP1	SERPINA3
entrez gene:4090	entrez gene:4089	uniprotkb:SMAD5_HUMAN	uniprotkb:SMAD4_HUMAN	-	-	Affinity Capture-Western|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	Hanai J (1999)|Rual JF (2005)|Colland F (2004)|Haag J (2006)	pubmed:10531362|pubmed:16189514|pubmed:15231748|pubmed:16516194	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|rual05|colland04|MI:0469(intact)	-	0.87		SMAD5	SMAD4
entrez gene:1051	entrez gene:6688	uniprotkb:CEBPB_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Nagulapalli S (1995)	pubmed:7594592	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		CEBPB	SPI1
entrez gene:4841	entrez gene:6688	uniprotkb:NONO_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Hallier M (1996)	pubmed:8626664	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.85	taxid:10090(Mus musculus (Mouse))	NONO	SPI1
entrez gene:2623	entrez gene:6688	uniprotkb:GATA1_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Rekhtman N (1999)|Du J (2002)	pubmed:10364157|pubmed:12202480	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.81		GATA1	SPI1
entrez gene:3394	entrez gene:6688	uniprotkb:IRF8_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|MI:0096(pull down)	Rehli M (2000)|Eklund EA (1998)|Kautz B (2001)	pubmed:10734131|pubmed:9593745|pubmed:11483597	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.7		IRF8	SPI1
entrez gene:3662	entrez gene:6688	uniprotkb:IRF4_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Co-crystal Structure|MI:0114(x-ray crystallography)|MI:0096(pull down)	Brass AL (1999)|Escalante CR (2002)	pubmed:10022840|pubmed:12372320	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.89		IRF4	SPI1
entrez gene:6689	entrez gene:6688	uniprotkb:SPIB_HUMAN	uniprotkb:SPI1_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Rao S (1999)	pubmed:10196196	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		SPIB	SPI1
entrez gene:4090	entrez gene:4086	uniprotkb:SMAD5_HUMAN	uniprotkb:SMAD1_HUMAN	-	-	MI:0018(two hybrid)	Rual JF (2005)|Colland F (2004)	pubmed:16189514|pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|rual05|colland04|MI:0469(intact)|biogrid	-	0.73		SMAD5	SMAD1
entrez gene:2263	entrez gene:2250	uniprotkb:FGFR2_HUMAN	uniprotkb:FGF5_HUMAN	-	-	MI:0493(in vivo)|MI:0428(imaging technique)	Kornmann M (0)|Chen TC (2014)|Li S (2008)	pubmed:11876253|pubmed:25241761|pubmed:18199118	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)|MI:0470(kegg)|MI:1014(string)|biogrid	-	0.66		FGFR2	FGF5
entrez gene:1990	entrez gene:12	uniprotkb:CELA1_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)	Sepper R (1995)|H??kansson HO (1988)	pubmed:7759598|pubmed:2456771	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.62		CELA1	SERPINA3
entrez gene:4090	entrez gene:54893	uniprotkb:SMAD5_HUMAN	uniprotkb:MTMRA_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		SMAD5	MTMR10
entrez gene:4986	entrez gene:4985	uniprotkb:OPRK_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0493(in vivo)	Gomes I (2000)	pubmed:11069979	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		OPRK1	OPRD1
entrez gene:5578	entrez gene:4985	uniprotkb:KPCA_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Xiang B (2000)	pubmed:11085981	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		PRKCA	OPRD1
entrez gene:5581	entrez gene:4985	uniprotkb:KPCE_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Xiang B (2000)	pubmed:11085981	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		PRKCE	OPRD1
entrez gene:5580	entrez gene:4985	uniprotkb:KPCD_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Xiang B (2000)	pubmed:11085981	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		PRKCD	OPRD1
entrez gene:4988	entrez gene:4985	uniprotkb:OPRM_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Gomes I (2000)|He SQ (2011)	pubmed:11069979|pubmed:21220103	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.83		OPRM1	OPRD1
entrez gene:26249	entrez gene:4985	uniprotkb:KLHL3_HUMAN	uniprotkb:OPRD_HUMAN	-	-	MI:0493(in vivo)	Yeo A (2001)	pubmed:11259487	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		KLHL3	OPRD1
entrez gene:1991	entrez gene:12	uniprotkb:ELNE_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)|Biochemical Activity|MI:0415(enzymatic study)	Stavridi ES (1996)|Rubin H (1994)	pubmed:8718849|pubmed:8011628	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.77		ELANE	SERPINA3
